"Sec","Code","Course (hr, crd)","Description","Day","Time","Instructor","Location","Enrolled","Limit","Mode of Instruction",
"001","28297","ARTS 283 (4, 3)","VT: Sculpture II","TH","2:00 PM - 5:50 PM","Macdougall Iii, Malcolm","KP 281","7","10","In-Person",
"001","28296","ARTS 284 (4, 3)","Sculpture III","TH","2:00 PM - 5:50 PM","Macdougall Iii, Malcolm","KP 281","2","4","In-Person",
"003","28324","ARTS 288 (4, 3)","Sculpture Special Projects","M","8:00 AM - 11:50 AM","Lieb, Nathaniel","KP 263","0","1","In-Person",
"001","28295","ARTS 288 (4, 3)","Sculpture Special Projects","TH","2:00 PM - 5:50 PM","Macdougall Iii, Malcolm","KP 281","0","2","In-Person",
"004","28321","ARTS 288 (4, 3)","Sculpture Special Projects","M","1:40 PM - 5:30 PM","Lieb, Nathaniel","KP 263","1","1","In-Person",
"002","27517","ARTS 333 (3, 3)","Intro Social Engaged Art Pract","F","10:00 AM - 1:50 PM","Grullon, Alicia","KP 263","17","18","In-Person",
"001","28944","ARTS 350 (4, 3)","VT: Comparative Analysis","W","1:40 PM - 5:30 PM","Han, Heng-Gil","KP 403","14","18","In-Person",
"001","28943","ARTS 365 (4, 3)","Specialized Topics in Painting","T","6:00 PM - 9:50 PM","Ahn, Seongmin"," ","2","2","Online Sync",
"002","28942","ARTS 369 (4, 3)","VT: Ceramics III","TH","10:00 AM - 1:50 PM","Mittal, Puneeta","KP 181","2","4","In-Person",
"003","28299","ARTS 369 (4, 3)","VT: Ceramics III","F","10:00 AM - 1:50 PM","Ebner, Rosanne","KP 181","3","4","In-Person",
"004","28905","ARTS 369 (4, 3)","VT: Ceramics III","T","10:00 AM - 1:50 PM","Greco, Matthew"," ","3","4","In-Person",
"001","28293","ARTS 369 (4, 3)","VT: Ceramics III","T","10:00 AM - 1:50 PM","Marino-Jones, Mary","KP 181","2","4","In-Person",
"001","40365","ARTS 372 (4, 3)","Intaglio Special Projects","TH","10:00 AM - 1:50 PM","Mackie, Lisa","KP 433","0","1","In-Person",
"001","29061","ARTS 387 (4, 3)","VT: Technical Workshops","TH","10:00 AM - 1:50 PM","Diaz, Marisol","IB 212","0","2","In-Person",
"007","29136","ARTS 387 (4, 3)","VT: Technical Workshops","TH","2:00 PM - 5:50 PM","Minielli, Gina","IB 212","0","3","Hybrid Sync",
"006","29137","ARTS 387 (4, 3)","VT: Technical Workshops","T","6:00 PM - 9:50 PM","Minielli, Gina","IB 212","1","3","Hybrid Sync",
"005","29138","ARTS 387 (4, 3)","VT: Technical Workshops","TH","10:00 AM - 1:50 PM","Mesa-Pelly, Deborah","IB 213","0","3","In-Person",
"004","29139","ARTS 387 (4, 3)","VT: Technical Workshops","TH","6:00 PM - 9:50 PM","Harris, Steven","KP 140","0","3","In-Person",
"003","28900","ARTS 387 (4, 3)","VT: Technical Workshops","W","1:40 PM - 5:30 PM","Gonzalez, Antonio","KP 140","2","2","In-Person",
"002","28901","ARTS 387 (4, 3)","VT: Technical Workshops","M","10:00 AM - 1:50 PM","Dodson, Laura","IB 212","0","2","In-Person",
"001","28323","ARTS 388 (3, 3)","Becoming Insect","M","8:00 AM - 11:50 AM","Lieb, Nathaniel","KP 263","5","6","In-Person",
"002","28320","ARTS 388 (3, 3)","Becoming Insect","M","1:40 PM - 5:30 PM","Lieb, Nathaniel","KP 263","2","6","In-Person",
"002","28899","ARTS 391 (4, 3)","VT: Senior Project","T","2:00 PM - 5:50 PM","Ho, Sin-Ying","KP 174","2","8","In-Person",
"001","28291","ARTS 391 (4, 3)","VT: Senior Project","T","2:00 PM - 5:50 PM","Mulford, Anne","KP 463","5","8","In-Person",
"001","28290","ARTS 392 (4, 3)","Senior Project II","T","2:00 PM - 5:50 PM","Mulford, Anne","KP 463","5","8","In-Person",
"002","28289","ARTS 392 (4, 3)","Senior Project II","T","2:00 PM - 5:50 PM","Ho, Sin-Ying","KP 174","3","8","In-Person",
"001","28898","ARTS 393 (8, 3)","Independent Internship","&nbsp;"," - ","Kauper, Kurt"," ","0","1","In-Person",
"010","27072","ARTS 6203 (4, 3)","Special Projects in Design","W","1:40 PM - 5:30 PM","Gonzalez, Antonio","KP 140","0","1","In-Person",
"005","27073","ARTS 6203 (4, 3)","Special Projects in Design","M","10:00 AM - 1:50 PM","Dodson, Laura","IB 212","0","1","In-Person",
"017","29084","ARTS 6203 (4, 3)","Special Projects in Design","T","6:00 PM - 9:50 PM","Minielli, Gina","IB 212","3","3","Hybrid Sync",
"003","27071","ARTS 6203 (4, 3)","Special Projects in Design","TH","10:00 AM - 1:50 PM","Diaz, Marisol","IB 212","0","1","In-Person",
"015","27070","ARTS 6203 (4, 3)","Special Projects in Design","TH","10:00 AM - 1:50 PM","Mesa-Pelly, Deborah","IB 213","0","3","In-Person",
"016","27069","ARTS 6203 (4, 3)","Special Projects in Design","TH","2:00 PM - 5:50 PM","Minielli, Gina","IB 212","2","3","Hybrid Sync",
"013","27068","ARTS 6203 (4, 3)","Special Projects in Design","TH","6:00 PM - 9:50 PM","Harris, Steven","KP 140","2","3","In-Person",
"018","28314","ARTS 6203 (4, 3)","Special Projects in Design","M","8:00 AM - 11:50 AM","Marino-Jones, Mary","KP 181","1","2","In-Person",
"019","28312","ARTS 6203 (4, 3)","Special Projects in Design","W","1:40 PM - 5:30 PM","Ebner, Rosanne","KP 181","0","1","In-Person",
"020","28310","ARTS 6203 (4, 3)","Special Projects in Design","T","2:00 PM - 5:50 PM","Mittal, Puneeta","KP 181","0","2","In-Person",
"021","28309","ARTS 6203 (4, 3)","Special Projects in Design","TH","2:00 PM - 5:50 PM","Mulford, Anne","KP 181","1","1","In-Person",
"011","28337","ARTS 6213 (4, 3)","Special Projects in Fine Arts","M","6:00 PM - 9:50 PM","Ahn, Seongmin","OL 01","3","1","Online Sync",
"012","28331","ARTS 6213 (4, 3)","Special Projects in Fine Arts","W","6:00 PM - 9:50 PM","Purse, Elliot","KP 483","1","1","In-Person",
"014","28316","ARTS 6213 (4, 3)","Special Projects in Fine Arts","TH","10:00 AM - 1:50 PM","Macdougall Iii, Malcolm","KP 263","1","1","In-Person",
"013","28303","ARTS 6213 (4, 3)","Special Projects in Fine Arts","TH","10:00 AM - 1:50 PM","Mackie, Lisa","KP 433","2","1","In-Person",
"007","28326","ARTS 6213 (4, 3)","Special Projects in Fine Arts","T","10:00 AM - 1:50 PM","Smith, Krista-Louise","KP 461","2","3","In-Person",
"005","28319","ARTS 6213 (4, 3)","Special Projects in Fine Arts","M","1:40 PM - 5:30 PM","Lieb, Nathaniel","KP 263","0","1","In-Person",
"006","28335","ARTS 6213 (4, 3)","Special Projects in Fine Arts","W","8:00 AM - 11:50 AM","Powhida, William","KP 483","0","1","In-Person",
"002","28322","ARTS 6213 (4, 3)","Special Projects in Fine Arts","M","8:00 AM - 11:50 AM","Lieb, Nathaniel","KP 263","1","1","In-Person",
"010","28329","ARTS 6213 (4, 3)","Special Projects in Fine Arts","T","2:00 PM - 5:50 PM","Smith, Krista-Louise","KP 461","0","1","In-Person",
"001","27521","ARTS 7251 (3, 3)","MFA Graduate Seminar I","T","4:00 PM - 7:50 PM","Kauper, Kurt","KP 672","1","4","In-Person",
"001","27519","ARTS 7252 (3, 3)","MFA Graduate Seminar II","T","4:00 PM - 7:50 PM","Kauper, Kurt","KP 672","2","4","In-Person",
"001","27522","ARTS 7253 (3, 3)","MFA Graduate Seminar III","T","4:00 PM - 7:50 PM","Kauper, Kurt","KP 672","0","4","In-Person",
"001","27518","ARTS 7254 (3, 3)","MFA Graduate Seminar IV","T","4:00 PM - 7:50 PM","Kauper, Kurt","KP 672","1","4","In-Person",
"002","28302","ARTS 7271 (4, 3)","Printmaking","TH","10:00 AM - 1:50 PM","Mackie, Lisa","KP 433","1","1","In-Person",
"011","27066","ARTS 7272 (3, 3)","Photography","W","1:40 PM - 5:30 PM","Gonzalez, Antonio","KP 140","0","1","In-Person",
"006","29060","ARTS 7272 (3, 3)","Photography","TH","10:00 AM - 1:50 PM","Diaz, Marisol","IB 212","0","1","In-Person",
"016","29124","ARTS 7272 (3, 3)","Photography","T","6:00 PM - 9:50 PM","Minielli, Gina","IB 212","2","3","Hybrid Sync",
"015","29126","ARTS 7272 (3, 3)","Photography","TH","2:00 PM - 5:50 PM","Minielli, Gina","IB 212","0","3","Hybrid Sync",
"014","29127","ARTS 7272 (3, 3)","Photography","TH","10:00 AM - 1:50 PM","Mesa-Pelly, Deborah","IB 213","0","3","In-Person",
"010","27067","ARTS 7272 (3, 3)","Photography","M","10:00 AM - 1:50 PM","Dodson, Laura","IB 212","0","1","In-Person",
"012","29076","ARTS 7272 (3, 3)","Photography","TH","6:00 PM - 9:50 PM","Harris, Steven","KP 140","2","3","In-Person",
"005","28294","ARTS 728 (4, 3)","Sculpture Techniques","TH","2:00 PM - 5:50 PM","Macdougall Iii, Malcolm","KP 281","1","1","In-Person",
"009","28298","ARTS 728 (4, 3)","Sculpture Techniques","F","10:00 AM - 1:50 PM","Ebner, Rosanne","KP 181","0","1","In-Person",
"003","28318","ARTS 728 (4, 3)","Sculpture Techniques","M","1:40 PM - 5:30 PM","Lieb, Nathaniel","KP 263","0","1","In-Person",
"004","28317","ARTS 728 (4, 3)","Sculpture Techniques","TH","10:00 AM - 1:50 PM","Macdougall Iii, Malcolm","KP 263","0","1","In-Person",
"002","28867","ARTS 728 (4, 3)","Sculpture Techniques","M","8:00 AM - 11:50 AM","Lieb, Nathaniel"," ","0","1","In-Person",
"007","28292","ARTS 728 (4, 3)","Sculpture Techniques","T","10:00 AM - 1:50 PM","Marino-Jones, Mary","KP 181","0","1","In-Person",
"011","28865","ARTS 728 (4, 3)","Sculpture Techniques","TH","2:00 PM - 5:50 PM","Mulford, Anne"," ","1","1","In-Person",
"012","28864","ARTS 728 (4, 3)","Sculpture Techniques","T","10:00 AM - 1:50 PM","Greco, Matthew"," ","0","1","In-Person",
"006","28313","ARTS 728 (4, 3)","Sculpture Techniques","M","8:00 AM - 11:50 AM","Marino-Jones, Mary","KP 181","1","1","In-Person",
"008","28311","ARTS 728 (4, 3)","Sculpture Techniques","W","1:40 PM - 5:30 PM","Ebner, Rosanne","KP 181","0","1","In-Person",
"010","28866","ARTS 728 (4, 3)","Sculpture Techniques","TH","10:00 AM - 1:50 PM","Mittal, Puneeta","KP 181","0","1","In-Person",
"002","28863","ARTS 729 (3, 3)","Individual Criticism","&nbsp;"," - ","Greco, Matthew"," ","1","1","In-Person",
"001","29686","ARTS 729 (3, 3)","Individual Criticism","&nbsp;"," - ","Gonzalez, Antonio"," ","1","1","In-Person",
"004","28861","ARTS 729 (3, 3)","Individual Criticism","&nbsp;"," - ","Kauper, Kurt"," ","1","1","In-Person",
"003","28862","ARTS 729 (3, 3)","Individual Criticism","&nbsp;"," - ","Ho, Sin-Ying"," ","1","1","In-Person",
"001","52637","ARTS 731 (4, 3)","Seminar Problems of Represent","T","10:00 AM - 1:50 PM","Kauper, Kurt","KP 672","0","1","In-Person",
"006","40518","ARTS 735 (4, 3)","VT: Advanced Problems Studio","W","1:40 PM - 5:30 PM","Rodriguez, Adriana"," ","0","35","In-Person",
"002","40488","ARTS 735 (4, 3)","VT: Advanced Problems Studio","TH","2:00 PM - 5:50 PM","Macdougall Iii, Malcolm","KP 281","0","1","In-Person",
"001","28333","ARTS 735 (4, 3)","VT: Advanced Problems Studio","W","8:00 AM - 11:50 AM","Powhida, William","KP 483","0","1","In-Person",
"004","40499","ARTS 735 (4, 3)","VT: Advanced Problems Studio","M","6:00 PM - 9:50 PM","Ahn, Seongmin","OL 01","0","1","In-Person",
"007","40521","ARTS 735 (4, 3)","VT: Advanced Problems Studio","W","1:40 PM - 5:30 PM","Powhida, William","KP 483","0","1","In-Person",
"008","40522","ARTS 735 (4, 3)","VT: Advanced Problems Studio","T","6:00 PM - 9:50 PM","Ahn, Seongmin"," ","0","1","In-Person",
"009","40523","ARTS 735 (4, 3)","VT: Advanced Problems Studio","T","10:00 AM - 1:50 PM","Smith, Krista-Louise","KP 461","0","1","In-Person",
"003","40492","ARTS 735 (4, 3)","VT: Advanced Problems Studio","W","6:00 PM - 9:50 PM","Purse, Elliot","KP 483","0","1","In-Person",
"005","40503","ARTS 735 (4, 3)","VT: Advanced Problems Studio","T","2:00 PM - 5:50 PM","Smith, Krista-Louise","KP 461","1","1","In-Person",
"003","40462","ASL 111 (4, 4)","American Sign Language I","M, W","8:00 AM - 10:00 AM","Flaucher, Robert","QH 335B","19","25","Hybrid Sync",
"001","27390","ASL 111 (4, 4)","American Sign Language I","T, TH","10:05 AM - 11:55 AM","King, Carmen","QH 260","25","25","Hybrid Sync",
"002","40460","ASL 111 (4, 4)","American Sign Language I","F","9:10 AM - 1:00 PM","Flaucher, Robert","QH 335B","19","25","Hybrid Sync",
"03","28078","ASTR 001 (3, 3)","General Astronomy","T, TH","10:45 AM - 12:00 PM","Gangji, Al-Karim","RE 100","38","75","In-Person",
"5","28079","ASTR 001 (3, 3)","General Astronomy","SU","11:00 AM - 1:50 PM","Civiletti, Matthew","OL 01","73","100","Online Sync",
"01","27911","ASTR 001 (3, 3)","General Astronomy","M, W","3:40 PM - 4:55 PM","Gangji, Al-Karim","SB C201","21","100","In-Person",
"LAB1","28065","ASTR 002 (5, 4)","General Astronomy with Lab","T","12:10 PM - 2:00 PM","Dublin, Andrew","QH 174","10","25","In-Person",
"01","28064","ASTR 002 (5, 4)","General Astronomy with Lab","T, TH","10:45 AM - 12:00 PM","Gangji, Al-Karim","RE 100","10","25","In-Person",
"003","52978","ASTR 201 (4, 4)","Introduction to Astrophysics I","M, W","3:40 PM - 5:30 PM","Bell, Keaton","SB A143","2","25","In-Person",
"005C","27401","BALA 101 (3, 3)","Business and Society","M, W","4:30 PM - 5:45 PM","Leventhal, Steven","PH 212","0","25","In-Person",
"008","27399","BALA 101 (3, 3)","Business and Society","T, TH","10:45 AM - 12:00 PM","Adsetts, Philip","RA 202","9","40","In-Person",
"007","29690","BALA 101 (3, 3)","Business and Society","M","6:30 PM - 9:20 PM",", ","PH 152","0","40","In-Person",
"001","27398","BALA 101 (3, 3)","Business and Society","T, TH","12:15 PM - 1:30 PM","Kelly, Charles","OL 01","28","32","Online Sync",
"002","27397","BALA 101 (3, 3)","Business and Society","T, TH","10:45 AM - 12:00 PM","Kelly, Charles","OL 01","14","32","Online Sync",
"009","31682","BALA 101 (3, 3)","Business and Society","TH","6:30 PM - 9:20 PM","Hull, Geordan","OL 01","30","30","Online Sync",
"011","54478","BALA 101 (3, 3)","Business and Society","F","1:40 PM - 4:30 PM","Asif, Salma","PH 112","0","40","In-Person",
"004","27396","BALA 101 (3, 3)","Business and Society","T, TH","9:15 AM - 10:30 AM","Nazerian, Arda","HH 17","0","13","In-Person",
"002","27086","BALA 103W (3, 3)","Critical Thinking in Business","T, TH","9:15 AM - 10:30 AM","Underwood, Jocelyn","KY 417","15","25","In-Person",
"001","27089","BALA 103W (3, 3)","Critical Thinking in Business","M, W","9:15 AM - 10:30 AM","Kuhn, Susan","KY 419","19","25","In-Person",
"001","27579","BALA 200 (3, 3)","Entrepreneurship &amp; Innovation","M, W","10:45 AM - 12:00 PM","Leventhal, Steven","PH 212","20","25","In-Person",
"003","29744","BALA 200 (3, 3)","Entrepreneurship &amp; Innovation","M, W","1:40 PM - 2:55 PM","Leventhal, Steven","PH 212","18","25","In-Person",
"001","27527","BALA 201W (3, 3)","Business Communications","M, W","10:45 AM - 12:00 PM","Kuhn, Susan","KY 419","12","25","In-Person",
"002","27528","BALA 201W (3, 3)","Business Communications","T, TH","10:45 AM - 12:00 PM","Nazerian, Arda","HH 17","18","25","In-Person",
"001","28513","BALA 250 (3, 3)","Principles of Marketing","T, TH","3:10 PM - 4:25 PM",", ","HH 17","11","25","Hybrid Sync",
"001","29700","BALA 302 (3, 3)","Law and Ethics of Business","T, TH","9:15 AM - 10:30 AM","Morrison, Tariqua","KY 419","12","25","In-Person",
"002","27081","BALA 302 (3, 3)","Law and Ethics of Business","M, W","10:45 AM - 12:00 PM",", ","HH 17","8","25","In-Person",
"001","27080","BALA 303 (3, 3)","Strategic Mgmt &amp; Leadership","T, TH","9:15 AM - 10:30 AM","Adsetts, Philip","PH 212","6","25","In-Person",
"002","28788","BALA 303 (3, 3)","Strategic Mgmt &amp; Leadership","M, W","9:15 AM - 10:30 AM","Leventhal, Steven","PH 212","12","25","In-Person",
"1F","27318","BIOL 011 (6, 4)","Intro to College Biology","TH","5:00 PM - 7:50 PM","Emmett, Joseph","CH 204","19","20","In-Person",
"1F","27318","BIOL 011 (6, 4)","Intro to College Biology","TH","5:00 PM - 7:50 PM","Muehlbauer, Esther","CH 204","19","20","In-Person",
"1","27332","BIOL 011 (6, 4)","Intro to College Biology","T, TH","12:15 PM - 1:30 PM","Muehlbauer, Esther","RE 100","120","200","In-Person",
"1E","27319","BIOL 011 (6, 4)","Intro to College Biology","TH","9:10 AM - 12:00 PM","Emmett, Joseph","CH 204","18","20","In-Person",
"1E","27319","BIOL 011 (6, 4)","Intro to College Biology","TH","9:10 AM - 12:00 PM","Muehlbauer, Esther","CH 204","18","20","In-Person",
"1H","27322","BIOL 011 (6, 4)","Intro to College Biology","S","9:10 AM - 12:00 PM","Emmett, Joseph","CH 204","5","20","In-Person",
"1H","27322","BIOL 011 (6, 4)","Intro to College Biology","S","9:10 AM - 12:00 PM","Muehlbauer, Esther","CH 204","5","20","In-Person",
"1A","27323","BIOL 011 (6, 4)","Intro to College Biology","M","5:00 PM - 7:50 PM","Emmett, Joseph","CH 204","13","20","In-Person",
"1A","27323","BIOL 011 (6, 4)","Intro to College Biology","M","5:00 PM - 7:50 PM","Muehlbauer, Esther","CH 204","13","20","In-Person",
"1D","27324","BIOL 011 (6, 4)","Intro to College Biology","W","1:40 PM - 4:30 PM","Emmett, Joseph","CH 204","20","20","In-Person",
"1D","27324","BIOL 011 (6, 4)","Intro to College Biology","W","1:40 PM - 4:30 PM","Muehlbauer, Esther","CH 204","20","20","In-Person",
"1J","27325","BIOL 011 (6, 4)","Intro to College Biology","TH","1:40 PM - 4:30 PM","Emmett, Joseph","CH 204","19","20","In-Person",
"1J","27325","BIOL 011 (6, 4)","Intro to College Biology","TH","1:40 PM - 4:30 PM","Muehlbauer, Esther","CH 204","19","20","In-Person",
"1G","27327","BIOL 011 (6, 4)","Intro to College Biology","F","1:40 PM - 4:30 PM","Emmett, Joseph","CH 204","9","20","In-Person",
"1G","27327","BIOL 011 (6, 4)","Intro to College Biology","F","1:40 PM - 4:30 PM","Muehlbauer, Esther","CH 204","9","20","In-Person",
"1I","27328","BIOL 011 (6, 4)","Intro to College Biology","T","1:40 PM - 4:30 PM","Emmett, Joseph","CH 204","20","20","In-Person",
"1I","27328","BIOL 011 (6, 4)","Intro to College Biology","T","1:40 PM - 4:30 PM","Muehlbauer, Esther","CH 204","20","20","In-Person",
"1C","27329","BIOL 011 (6, 4)","Intro to College Biology","W","6:30 PM - 9:20 PM","Emmett, Joseph","CH 204","7","20","In-Person",
"1C","27329","BIOL 011 (6, 4)","Intro to College Biology","W","6:30 PM - 9:20 PM","Muehlbauer, Esther","CH 204","7","20","In-Person",
"1EVE","27330","BIOL 011 (6, 4)","Intro to College Biology","T","6:30 PM - 9:20 PM","Emmett, Joseph","RE 100","27","180","In-Person",
"1EVE","27330","BIOL 011 (6, 4)","Intro to College Biology","T","6:30 PM - 9:20 PM","Muehlbauer, Esther","RE 100","27","180","In-Person",
"1B","27331","BIOL 011 (6, 4)","Intro to College Biology","T","9:10 AM - 12:00 PM","Emmett, Joseph","CH 204","17","20","In-Person",
"1B","27331","BIOL 011 (6, 4)","Intro to College Biology","T","9:10 AM - 12:00 PM","Muehlbauer, Esther","CH 204","17","20","In-Person",
"1","27332","BIOL 011 (6, 4)","Intro to College Biology","T, TH","12:15 PM - 1:30 PM","Emmett, Joseph","RE 100","120","200","In-Person",
"2","27576","BIOL 013 (3, 3)","Writing Sci - Life Sci Themes","TH","9:10 AM - 12:00 PM","Muehlbauer, Esther","SB D139","11","25","In-Person",
"1","27577","BIOL 013 (3, 3)","Writing Sci - Life Sci Themes","T","9:10 AM - 12:00 PM","Muehlbauer, Esther","SB D139","12","25","In-Person",
"E","52884","BIOL 040 (6, 4)","Anatomy and Physiology I","TH","9:10 AM - 12:00 PM","Ilyayev, Reuven","SB B245","24","24","In-Person",
"1B","27566","BIOL 040 (6, 4)","Anatomy and Physiology I","W","9:10 AM - 12:00 PM","Ilyayev, Reuven","SB B245","24","24","In-Person",
"1C","27568","BIOL 040 (6, 4)","Anatomy and Physiology I","TH","1:40 PM - 4:30 PM","Ilyayev, Reuven","SB B245","24","24","In-Person",
"1A","27569","BIOL 040 (6, 4)","Anatomy and Physiology I","M","5:00 PM - 7:50 PM","Ilyayev, Reuven","SB B245","24","24","In-Person",
"1D","27570","BIOL 040 (6, 4)","Anatomy and Physiology I","S","9:10 AM - 12:00 PM","Ilyayev, Reuven","SB B245","24","24","In-Person",
"1","27572","BIOL 040 (6, 4)","Anatomy and Physiology I","TH","5:00 PM - 7:20 PM","Ilyayev, Reuven","KY 150","120","120","In-Person",
"1C","27562","BIOL 041 (6, 4)","Anatomy and Physiology II","W","5:00 PM - 7:50 PM","Sheridan, Eva","SB B243","24","24","In-Person",
"1A","27563","BIOL 041 (6, 4)","Anatomy and Physiology II","T","1:40 PM - 4:30 PM","Sheridan, Eva","SB B243","24","24","In-Person",
"1D","27564","BIOL 041 (6, 4)","Anatomy and Physiology II","TH","9:10 AM - 12:00 PM","Sheridan, Eva","SB B243","24","24","In-Person",
"1","27565","BIOL 041 (6, 4)","Anatomy and Physiology II","T","5:00 PM - 7:50 PM","Sheridan, Eva","KY 150","72","72","In-Person",
"1A","27315","BIOL 044 (6, 4)","Food and Human Microbiology","W","1:40 PM - 4:30 PM","Cheema, Saima","SB D341","12","18","In-Person",
"1","27316","BIOL 044 (6, 4)","Food and Human Microbiology","M","1:40 PM - 4:30 PM","Cheema, Saima","SB D139","12","18","In-Person",
"1A","27506","BIOL 045 (6, 4)","Microbiology for Health Profes","W","5:00 PM - 7:50 PM","Cheema, Saima","SB D341","18","18","In-Person",
"1","27507","BIOL 045 (6, 4)","Microbiology for Health Profes","M","1:40 PM - 4:30 PM","Cheema, Saima","SB D139","18","36","In-Person",
"1A","27288","BIOL 105 (6, 4)","Physiol &amp; Cell Biol","M","9:10 AM - 12:00 PM","Fath, Karl","SB B237","20","20","In-Person",
